"","baseMean1","baseMean2","lfc1","lfc2","d0L1","d0R1","d0L2","d0R2","d0min"
"YHR202W_05",124.258148361707,42.7371677344523,-0.0482997174244462,0.0505311934077407,214,62,80,19,19
"YPL187W_03",122.422230761613,42.731230327492,-0.117469750548869,-0.294629201405668,319,0,0,313,0
"YBL059W_03",95.5263381030219,42.7245938717416,-0.18061258653463,-0.0877991738252867,175,141,90,0,0
"YKL104C_02",129.972809074533,42.7179349070451,-0.79153485020131,-0.852618594295779,86,928,242,171,86
"YDR164C_00",343.91488037378,42.6907748518411,0.116850012189113,-0.0478217105403738,93,242,114,1,1
"YPL048W_02",107.063969978823,42.6604727543514,-0.627394246021541,-0.424571673265832,132,506,285,36,36
"YLR047C_01",53.2658243680162,42.6597401098864,-0.111669489996033,-0.135525483947835,64,96,316,0,0
"YOR338W_03",227.754053234635,42.6557833491063,-0.00983962890207229,-0.240395082227479,252,213,212,51,51
"YOL133W_07",106.168109365759,42.6511607388104,-0.961040168966348,-0.836492649686097,293,665,224,90,90
"YMR321C_02",2337.97288670235,42.6301902083,-0.00129075690070266,-0.119972636014543,643,3161,24,75,24
"YKL028W_03",51.4516748880535,42.6281336978818,-0.22919930272091,0.0558165762020293,88,25,67,0,0
"YMR109W_06",403.440942090091,42.6191057416746,-0.19102752801484,-0.831662136258095,941,817,35,222,35
"YDL234C_04",149.808191570121,42.6172221487489,-0.0732749445009241,-0.422882551188409,173,96,4,115,4
"YGL174W_02",271.475388629067,42.6029478221102,-0.172549765688482,-0.489134003622183,37,467,101,43,37
"YOR145C_01",625.146727059856,42.5984066835072,-0.184981889098617,-0.560656897470923,2374,436,14,231,14
"YDR285W_03",192.890419122385,42.5889142428106,0.0361639062895598,-0.770998073151132,841,0,74,257,0
"YHR218W-A_05",145.589667683247,42.5869180183404,-0.190935702760205,-0.789498808820246,315,234,320,0,0
"YPL191C_08",100.207201122503,42.5836145552103,0.0615381323429771,-0.185826247732636,1,143,0,323,0
"YGL260W_05",780.556641297483,42.5805147317782,0.131757128783216,-0.0252677747767324,765,143,63,67,63
"YGL106W_06",179.865456811825,42.5732686057062,-0.560575047463579,-0.885250248845339,0,1625,272,125,0
"YCL057C-A_01",124.639073628695,42.568231781956,-0.023099737291758,-0.0621667770269325,239,114,94,0,0
"YHL046W-A_04",714.876279964689,42.5496361910691,-0.275568212830154,-0.434318435003718,2365,396,0,184,0
"YDL202W_02",106.341817767349,42.5421161155248,-0.267228679689616,-0.989579737306414,296,106,138,183,106
"YAL030W_08",638.564149129522,42.5307961925707,-0.0118025124027902,0.0845817095626216,428,637,0,110,0
"YPL055C_03",338.241195765875,42.5102209463257,-0.271559393907966,-0.17437952081682,698,130,0,280,0
"YGR252W_02",63.6076047237662,42.509107519539,-0.250647523930361,0.0387774551679546,124,48,103,0,0
"YPR174C_06",141.291808270486,42.5080683913516,-0.034273327816806,-0.174668497421749,164,0,50,121,0
"YFR015C_07",53.1771495175712,42.4996527722019,-0.150594436105985,-0.604643891355844,0,346,216,74,0
"YLR024C_09",81.7549238531672,42.4941173329019,-0.432380671993126,-0.484647230848667,27,393,78,147,27
"YGL259W_08",383.989476377804,42.491134515909,2.93087385863369e-05,-0.249306756305512,174,773,80,41,41
"YLR347C_00",55.5691836506899,42.4881614930684,-0.777439262128991,-0.799558419605213,0,558,193,173,0
"YHL040C_07",279.043531603489,42.483484973484,0.0795266942003184,-0.514145051672534,172,276,126,47,47
"YGL077C_02",188.036896265221,42.4337451449797,0.0214134258346458,-0.219732784974222,563,0,114,36,0
"YGL201C_05",705.35570868466,42.4137577565339,0.0353207577768501,-0.635627874427418,1342,100,165,50,50
"YKR013W_01",109.479167173766,42.4004686487567,0.0625854030278651,-0.129914715614936,75,56,0,294,0
"YKL157W_02",55.1317312943511,42.387480146658,-0.136538431510746,-0.437782205424039,175,0,24,243,0
"YGL010W_04",43.7246052242001,42.3852475658748,-0.128179916280315,-0.365473542797203,242,0,17,160,0
"YNR032W_04",79.3503509444123,42.3785301899069,0.0581100152654442,-0.0430863455235048,116,0,130,0,0
"YDR278C_04",627.847034179475,42.3709010924428,-0.128605429279302,-0.297606808821082,230,1540,143,0,0
"YGL056C_05",127.098771758409,42.369976392407,-0.264589524605594,-0.540303699808975,98,674,110,84,84
"YPR010C_05",596.660973418775,42.3687048736458,-0.184818765862358,0.0270633973335726,231,1350,0,66,0
"YLR120C_08",87.6711380216619,42.3537575363411,-0.0334846051406491,-0.00604727593174925,1,268,131,0,0
"YML061C_09",97.6385160291648,42.3537227580241,-0.690870854478792,-0.593194196068149,118,769,18,348,18
"YCL049C_03",49.4082397657322,42.3481487631565,-0.330843625673069,0.0501823926612253,342,0,133,0,0
"YLR441C_08",74.1476727466099,42.3407590390082,0.00472206220450828,-0.636051651839147,0,210,138,1,0
"YHR184W_03",84.9789019289342,42.3333909150589,-0.405940080619572,-0.806620555364018,1,534,30,127,1
"YER165W_07",48.3000873688459,42.3197194292377,-0.730797004967956,-0.721684764547793,509,0,16,421,0
"YDR292C_06",47.4880831175071,42.317177912298,-0.290793795200602,-0.169848682385608,59,202,146,0,0
"YCR087C-A_06",1993.06872678743,42.3153953603748,0.11225414629513,0.0215886751382473,632,1635,0,108,0
"YGL145W_03",262.764903924767,42.3102931721429,-0.023953177728686,-0.116091669284521,230,214,211,2,2
"YGR224W_05",63.6546337372515,42.3090484702032,-0.0640676830705671,-0.182891607280367,87,90,62,137,62
"YDR532C_07",52.2578751124602,42.3032338731602,-0.702352157540636,-0.747906172971069,43,508,146,237,43
"YMR042W_02",105.706917371205,42.2949674640725,-0.0937541203914534,-0.298555269827911,450,0,13,91,0
"YLR262C_07",97.2119103027393,42.2842776140183,-0.468414433363992,-0.121806627141868,99,292,238,0,0
"YOL066C_00",84.7915548233888,42.2819231425584,0.0664582220326881,-0.21785515677727,0,106,128,0,0
"YGR259C_03",70.2437641765959,42.2678068109395,-0.132820260517528,-0.079911517393752,116,145,85,56,56
"YDL022C-A_04",145.927391442042,42.2569444475991,-0.34181417232098,-0.449828431272735,141,512,48,188,48
"YIL010W_02",74.3775552651846,42.2555820333323,0.0551921704584218,-0.0237849333993122,48,96,113,0,0
"YJR097W_09",181.10395099693,42.2530431459337,-0.363901409778094,-0.252303461749183,609,210,0,255,0
"YNL012W_04",370.246137045545,42.239623557392,0.0740001004130396,-0.486286461736899,263,337,19,69,19
"YKR041W_01",56.1952478198311,42.2333816639244,-0.182939843704577,-0.495265842550711,0,312,97,103,0
"YGR289C_06",119.152606840418,42.2332201348908,0.129041006072122,-0.453671266591264,21,86,278,0,0
"YDL200C_00",228.746437639624,42.2298002823884,-0.125960373606908,-0.288661102856878,368,253,68,38,38
"Q0075_01",127.862267959192,42.2261384387188,-0.283463109627496,-0.35238873742979,1,515,8,170,1
"YBR162W-A_03",287.869005887367,42.2196563641772,-0.0306943262256708,-0.387120898932605,24,969,19,179,19
"YER107C_04",81.3301963730423,42.2092848725305,-0.12797171578964,-0.44426716360232,141,114,147,28,28
"YHR180W_03",53.2258337529147,42.2067798955565,-0.424342563012125,-0.472828066846991,242,48,240,60,48
"YLR077W_00",504.93217927437,42.205293217774,0.0833371332403464,-0.485755653776786,88,706,125,140,88
"YDR110W_04",413.616549774242,42.2045805123216,-0.179829908307243,-0.698022121990142,570,960,26,176,26
"YKL180W_05",97.0474206245384,42.2041944123649,-0.489378665885213,-0.307789739522253,29,297,139,128,29
"YPL118W_02",137.354264772202,42.1911012838433,-0.718959924932019,-0.352438849623034,523,204,0,164,0
"YDR516C_07",76.1716430952028,42.1727877443858,-0.24986505851735,-0.102403283300082,137,197,0,172,0
"YMR158W_03",256.739746241364,42.1706921785258,0.0510827199382189,0.0327404144628029,218,281,0,85,0
"YER036C_06",206.157540445563,42.1464666588843,-0.994028334800228,-0.706761739184786,897,958,26,257,26
"YLR361C-A_02",105.353956666184,42.1397009316343,-0.675435551030266,0.0275570326315848,218,483,0,105,0
"YOR028C_06",180.643739225505,42.1317181682235,-0.0414661922177135,-0.262950225252171,225,220,0,134,0
"YDR247W_04",116.735482702587,42.1256398409676,-0.0796172853861666,-0.208522449506998,282,105,0,291,0
"YML131W_05",64.0228563279342,42.1220612592022,-0.188205992066666,0.0103615127600778,174,0,73,0,0
"YNR067C_09",113.93800968263,42.1207917785884,0.0456924353794822,0.0394690465773897,158,0,100,0,0
"YOR167C_08",59.1843979883173,42.106105089454,-0.0800990810401105,0.0503215870556801,367,0,77,0,0
"YGR171C_02",131.358935507432,42.1060453483242,-0.395259067349927,-0.913591237491523,317,282,49,105,49
"YDL144C_09",103.19840285222,42.085144563216,-0.0411628533964426,-0.133431823954668,95,200,202,0,0
"YER024W_04",264.670741735424,42.082189780599,-0.19949876961837,-0.274884943443844,306,891,93,47,47
"YBR261C_09",200.450530314944,42.0749325541457,-0.481985528491379,-0.492970231207077,60,901,41,229,41
"YKR067W_07",204.100095769422,42.046624736936,-0.105460280290201,-0.498348717319326,629,226,60,106,60
"YGL215W_09",343.157466974019,42.0419213216464,0.107247218018348,-0.244663755904543,367,84,126,0,0
"YIL013C_00",72.5119728613678,42.0391887578965,-0.0385850324156459,-0.00977756621498608,90,37,113,14,14
"YLR233C_05",182.550349900305,42.0370508786843,-0.083245409327694,-0.000158110891749028,120,472,83,0,0
"YGL006W-A_03",272.890592687718,42.0211285359243,0.0507262687483051,0.0484531113276539,201,214,103,0,0
"YOL085W-A_03",98.6354313218624,42.020959563863,-0.145177468067724,-0.484353252558367,0,560,118,95,0
"YAR008W_07",72.8419333963372,42.0132376464069,-0.845783569692077,-0.748706536790737,431,333,463,0,0
"YPR132W_09",57.0366061338844,42.0042512815979,-0.37615324221042,-0.470305707553791,203,164,34,91,34
"YKL153W_03",58.9632129518941,42.0004534505014,-0.29784028156671,-0.37578331343838,167,0,73,37,0
"YNL307C_09",80.0453794955707,41.996910330433,-0.190615797310155,-0.105031894271388,433,28,247,0,0
"YLR392C_06",1701.34166515774,41.996253706353,0.0483692187950385,-0.60071626384361,1028,2155,23,170,23
"YAL001C_08",164.148843957579,41.9950900518527,-0.134658389068431,-0.365897065699619,375,48,12,67,12
"YGR125W_09",1140.35457418503,41.9893746330233,-0.00505514148505204,-0.232653220211038,1353,1372,104,152,104
"YGR145W_04",169.117916876838,41.9880535760534,-0.201421735275341,-0.000107711811938582,221,607,2,117,2
"YKR062W_01",58.9963925459647,41.981933234543,-0.831480245162702,-0.746299890590239,294,238,0,440,0
"YJL102W_02",76.4283270354018,41.9718111987676,-0.86884239256021,-0.358667509071703,509,60,11,212,11
"YPL027W_00",797.027543811072,41.969716971731,0.0556512849910166,-0.0198672508224892,792,677,93,0,0
"YML048W_01",208.255490330797,41.9653623778709,-0.0857800156975516,-0.558953818398901,766,0,129,50,0
"YDR461C-A_05",162.18658204086,41.9632610933003,-0.15580858875147,-0.204616849642135,420,221,75,88,75
"YPL066W_00",259.975334870391,41.9320717405804,-0.039167712884858,-0.19422483554245,499,181,47,91,47
"YPL121C_06",195.965606543145,41.922718720291,0.0457137910090708,0.0519198552488961,273,74,71,4,4
"YNL043C_00",87.0007997821606,41.920177198562,-0.026140013083803,-0.196213509406355,196,0,143,51,0
"YDL209C_04",174.398257739492,41.9155285576722,-1.05473863065161,-0.908605267453957,706,384,142,240,142
"YIL156W-A_07",202.221928935155,41.9143031620027,-0.293446908969961,-0.53746386435083,560,495,138,52,52
"YJL171C_03",115.896101457252,41.9073223304101,-0.052624590253612,-0.712476518773465,449,44,135,145,44
"YIL021C-A_07",302.197619368698,41.8978856479587,-0.22337341997411,-0.0165878426247964,884,325,161,0,0
"YLR087C_03",124.509522959718,41.8972296657555,-0.188501392776844,-0.601503172418415,135,420,187,61,61
"YLR270W_03",261.429583485045,41.8881570653506,-0.0111845980125847,-0.15385214880033,285,295,4,115,4
"YDR319C_09",325.719894519608,41.8646039350263,-0.102371575085861,-0.104683925047312,393,594,194,0,0
"YDL024C_07",100.537057632083,41.8634221690973,-0.022489802843759,-0.0804366361952457,140,215,0,93,0
"YDL247W-A_03",645.053516065319,41.8576704020506,-0.0406398282991328,-0.220641266791587,415,1108,117,48,48
"YKR090W_03",131.249388901867,41.8540559239166,-0.0627463537678042,-0.0544084166457388,237,104,0,111,0
"YCR095C_00",84.5114244471631,41.8440376850452,-0.340317937198322,-0.420407021334561,317,31,200,18,18
"YFL010C_04",114.612917282927,41.840704526712,-0.460298294520466,0.126651806425302,92,174,80,0,0
"YER168C_05",236.587704685964,41.8404916156582,0.0593594750333267,0.0543970378821316,104,325,134,1,1
"YAL065C_07",89.6255373581964,41.8353962447034,-0.257327486860538,-0.0102532057269108,37,198,0,78,0
"YGL073W_03",47.6141656240507,41.8164031680049,-0.512531352033874,-0.089690705018379,185,0,92,35,0
"YGR204C-A_02",195.036295767112,41.801437065379,-0.0070965069146926,-0.401905352158378,411,88,0,146,0
"YOR272W_03",155.856529413784,41.7852675484455,-0.370673695438282,-0.806330622018475,563,199,43,83,43
"YGR065C_07",214.118773909285,41.7833492443765,-0.0195920995496251,-0.357640669807276,240,183,16,170,16
"YDR079W_00",989.084116612897,41.7806025596364,-0.0620790109175029,-0.169633237210769,2339,147,229,0,0
"YMR216C_03",63.2406614565067,41.7802932670668,-0.320663134073856,-0.504705863828187,370,0,121,114,0
"YCR095W-A_03",1141.53099326102,41.7729907765457,0.057337443006736,-0.321996690890839,1829,245,75,235,75
"YCR035C_01",305.274284653972,41.7706239951442,-0.94344054291999,-0.840419636365482,1404,1829,175,269,175
"YPR107C_01",89.1753558314764,41.769494876563,-0.886202687693572,-0.804799916483447,443,528,371,90,90
"YLR063W_09",240.981480838175,41.7630029292453,-0.572670301427981,-0.856501493656972,164,1180,40,158,40
"YJR124C_08",96.4343337649604,41.7554339994033,-0.000779296136057101,-0.312349017576243,275,47,92,48,47
"YPL106C_03",129.473117743396,41.7521732657208,-0.0583643243861308,0.0123139133641082,146,154,113,0,0
"YDR200C_02",71.494406091248,41.7498012214943,0.0997409947646637,-0.134488836442966,158,0,99,0,0
"YMR101C_04",193.25563463177,41.7482827010087,0.0211620196944472,-0.336802941422546,85,222,74,43,43
"YGR258C_02",434.317927231861,41.7480792334761,-0.0182418268462071,-0.0208532454837532,727,377,189,0,0
"YPR086W_08",52.4105067248761,41.7246908099084,-0.714811857462346,-0.862143847094447,138,214,215,186,138
"YIL047C-A_06",118.935177231216,41.7137799777616,-0.297968637658895,-0.52276216309233,535,186,189,70,70
"YIR011C_08",173.388148676864,41.6987079274717,-0.810741934688102,-0.330799576239022,334,897,46,79,46
"YFL024C_08",179.021912040199,41.6885494881326,-0.339560007246283,-0.456249559130543,1017,92,130,82,82
"YGL130W_08",307.524336301891,41.6870302117202,-0.261108495933019,-0.513723662768865,1634,63,0,382,0
"YML096W_05",62.833023763922,41.6788030700716,-0.404570220972277,-0.0739415185099125,333,47,0,199,0
"YIL161W_07",103.001872787026,41.6750693589901,-0.0605515180417015,-0.122877613145144,208,41,1,91,1
"YFL007W_09",71.5731772202047,41.6689070183309,-0.302321945304229,0.0464326752354503,289,55,89,0,0
"YLR347C_02",55.6544086943028,41.6162192133028,-0.681975599828663,-0.976689036796078,164,241,96,102,96
"YPL117C_01",74.4730290547522,41.6157835138339,-0.106793308125825,-0.299465530695873,320,0,192,48,0
"YJL011C_06",156.819877442858,41.6140371879932,-0.738727913613897,-0.633564622902932,707,694,89,238,89
"YBR251W_05",242.547176470739,41.596372436151,0.070575780622289,0.116640387838588,162,139,0,94,0
"YOL152W_05",48.7254211006822,41.5810441615648,-0.107654502219999,-0.371034848658301,107,109,17,104,17
"YJL216C_02",269.582331975509,41.5777941257558,-0.220993622013293,-0.165678645730403,646,110,6,107,6
"YHR167W_02",612.882879971779,41.5540310087835,0.0465369814024212,-0.0730268140090845,378,621,0,178,0
"YJR133W_00",345.854200764571,41.5484203861398,-0.00935370715677419,-0.0791448464534595,584,155,165,0,0
"YJR122W_04",72.0977347084983,41.5319287043712,-0.868760001514423,-0.506353211143411,100,570,160,84,84
"YER026C_07",73.5013242632879,41.5269239728621,0.171390627306035,-0.0357787935695801,0,98,0,144,0
"YPR160C-A_07",117.981093016876,41.5096655635801,0.0217088444306877,0.181149158298596,222,0,91,0,0
"YCL047C_07",181.466224089393,41.5006712271331,-0.0156837233379096,-0.635978548104156,83,365,243,27,27
"YCR092C_05",204.545268552517,41.499853441809,-0.190368006823094,-0.278903362438047,286,419,0,198,0
"YOR022C_02",211.463212254225,41.4895710180912,-0.328516687442409,-0.715474814682144,941,304,26,373,26
"YBR142W_07",77.7252144463579,41.4781524859434,-0.958484091793825,-0.66149524458858,260,474,40,380,40
"YCL010C_06",75.8871228743039,41.4772139248034,-0.106504850162144,-0.454245142055263,59,132,0,174,0
"Q0144_01",109.099902891268,41.4724834558729,-0.219908074864995,0.0142911118618032,31,435,0,109,0
"YDR099W_03",154.458638229897,41.4586912864544,-0.0793229991113233,-0.0975432775344427,573,0,197,0,0
"YJR075W_00",71.0207538787938,41.4554092158261,-0.0293507428868565,-0.144986650210636,24,154,34,77,24
"YLR239C_02",47.5169421556641,41.4549328499817,-0.15755024937752,-0.127352944406662,22,178,246,0,0
"YCR021C_04",58.7876698374881,41.4496869564241,-0.410167365710731,-0.0181801597081273,24,166,271,0,0
"YKL153W_04",378.516451492383,41.4490849835986,0.0786357442461639,-0.530252331565573,428,143,151,46,46
"YIR011C_01",120.242676538479,41.437752750979,-1.07698621863871,-0.744500181676429,728,570,437,0,0
"YOL028C_00",86.3396318880331,41.435852752444,-0.523278737919441,-0.338061494419453,688,114,334,0,0
"YDR214W_01",65.6840108561596,41.429502593274,-0.21646780440559,0.0680391033496622,197,52,115,0,0
"YEL017C-A_00",601.049466078066,41.4160123661273,0.131134832043729,-0.110316627659973,713,74,150,0,0
"YLR278C_07",146.13436375363,41.4105558561495,-0.0388530392905078,-0.79520592075864,157,163,110,217,110
"YNL262W_09",95.0398920998393,41.399533120175,-0.78864556436538,-0.87030592775944,628,44,218,171,44
"YGR264C_09",42.7543432882106,41.3876638274469,-0.614050406515342,-0.294592138189905,241,119,247,0,0
"YIL083C_05",334.959617150998,41.3875036828029,-0.0536899347744289,0.246662711598592,529,364,115,0,0
"YBR090C_08",153.16990578412,41.3768217213655,-0.508042516338269,-0.350051207412948,251,808,51,170,51
"YKR089C_04",84.5630278770948,41.3747920039868,-0.155963512468014,-0.174543464285373,134,192,111,66,66
"YDR003W-A_01",77.463202716067,41.3702763218293,-0.156065444185081,-0.0907217083626682,144,147,167,0,0
"YPL222W_04",392.931995860077,41.3692175402496,-0.146646937250178,-0.473545375864149,601,1012,13,137,13
"YPL169C_09",1155.96426768143,41.3662984459794,0.051439604857818,-0.0230927041958337,1932,460,66,91,66
"YHR033W_05",58.4261865813955,41.3662283530698,0.0261556029483429,0.0338481546175334,67,40,84,0,0
"YBR146W_02",985.045426485459,41.3629806719397,0.0102273159077605,-0.321836585468222,1049,928,14,178,14
"YLR155C_03_DEGEN",628.006574186141,41.3605052515909,0.0296961741370292,0.010777599163971,332,988,125,0,0
"YKL007W_05",86.9376406941853,41.3371899284192,-0.374487217071426,-0.117196852402694,257,31,21,153,21
"YER051W_02",251.840352178093,41.3289895788274,-0.815981030391723,-0.905196638031045,1127,679,44,315,44
"YAR023C_08",52.0705605206059,41.3269156303889,-0.243982870463845,-0.0579745893929503,89,101,114,0,0
"YLR358C_03",65.0280666020049,41.3207716006171,-0.879468167413212,-0.751489683781939,266,302,30,383,30
"YER168C_07",47.9852189429103,41.3187615700564,-0.756071409186071,-0.821052640591181,127,137,73,169,73
"YML070W_08",87.0449876363379,41.295151919301,-0.0239960221396358,-0.479755569979964,230,1,93,42,1
"YLR152C_04",195.429407922185,41.2899589294406,0.0606068398515836,-0.280449892927269,246,63,9,74,9
"YLR024C_08",50.6948848675359,41.2820985704813,0.0371195692380138,-0.00177993833927134,0,79,172,0,0
"YBR007C_02",1448.44114732653,41.281576728668,0.101963704801748,-0.279623554834805,24,2114,121,71,24
"YOR050C_02",158.282498092875,41.2811330177808,0.0117909586546776,-0.0446319791451378,329,0,91,0,0
"YDR189W_07",67.9278147923954,41.2674263054169,-0.750827018925638,-0.602570200843641,467,19,77,265,19
"YIR001C_00",139.094472907084,41.2630519960178,-0.160682019443085,-0.0711489098088256,329,238,117,0,0
"YGR022C_03",72.0918496203664,41.2580331974421,-0.262014183132028,-0.781210106867744,724,0,35,352,0
"YIL020C_02",50.2506378407839,41.2540956982304,-0.606335174745035,-0.947699448454347,205,100,234,119,100
"YJR035W_04",935.433738176442,41.2486757482864,0.0179827899451106,-0.465444144519574,739,1149,173,34,34
"YDR116C_02",91.3854237447719,41.2460338469093,0.0263082146387181,-0.772605161977545,0,137,45,74,0
"YPR115W_02",952.464795554365,41.2431393879851,-0.0513308871115227,-0.468715803946865,1442,201,42,163,42
"YBR217W_02",176.338039749284,41.2291350934763,-0.0495161576760261,-0.314121998617188,416,71,12,104,12
"YHR180W-A_01",51.6376590038818,41.2078133547309,-0.65897486198042,-0.340456863161438,178,142,130,36,36
"YFR009W-A_03",48.4444552636961,41.2026829924883,-0.545620898281827,-0.76170561050785,262,85,310,96,85
"YDL246C_04_DEGEN",51.200001793929,41.2025116138406,0.0740001534655029,-0.207120032656595,115,0,0,236,0
"YER171W_03",119.433175003545,41.2000976520116,-0.261627163754744,-0.163996589502927,87,373,243,0,0
"YAL042W_08",98.5275724296955,41.1966442157519,-0.640308704017275,-0.874227901397971,528,52,214,121,52
"YLR206W_05",59.0321448256204,41.1931209388766,-0.253844643547654,-0.0482648006545934,222,0,177,31,0
"YDR309C_05",597.477853851885,41.1915836276154,-0.110729222505541,-0.12532033582161,532,1179,241,0,0
"YOR020C_08",100.761919374766,41.1900137610295,-0.250377807282804,-0.557674840374349,55,159,47,83,47
"YJL072C_03",206.409170259053,41.1859060624362,-0.336178302868585,0.00809872200147879,449,573,229,0,0
"YIL010W_08",316.46072471879,41.1796608977459,-0.178526561346911,-0.489767687627185,801,399,40,83,40
"YOR311C_05",54.4243887992691,41.1760284278014,-0.306103919050665,-0.607236065202824,183,91,158,47,47
"YJL060W_04",509.712847068684,41.1713023126634,0.0586761189729164,0.00704363007704496,941,51,77,0,0
"YOR245C_08",605.720075447752,41.159174486454,0.0522838380878472,-0.3082658052054,389,627,150,0,0
"YBR073W_05",116.313823674295,41.1564572178625,-0.166042124614331,-0.348144716597465,261,30,183,80,30
"YJL125C_07",80.3237446841597,41.1499579742535,-0.923651811767977,-0.60021551266577,332,289,10,269,10
"YDR475C_04",163.634649827457,41.0985419187567,0.0539904090928059,-0.0941685029322912,158,160,112,0,0
"YCL061C_02",120.567173889521,41.0957260440303,-0.183952580848683,-0.394541810696647,604,0,168,0,0
"YGL076C_04",148.315612895013,41.089445543422,-0.0252493719797884,-0.22712317407113,24,293,54,84,24
"YJR043C_09",74.512589975992,41.088249236184,0.13092080262839,-0.219780955602888,72,0,17,128,0
"YOL030W_02",782.373421143478,41.0875198228564,0.0246797037390164,-0.206557304372428,687,1210,12,119,12
"YOR352W_09",99.2378413257903,41.0852909063837,0.0661420853385882,0.0238497193124551,375,0,16,101,0
"YHL030W_04",377.048289289482,41.0788792105212,0.111901291767613,0.0315462882013905,592,0,145,0,0
"YMR114C_00",51.4453886685222,41.0752024624502,-0.114094316916291,0.104500456183662,1,151,0,65,0
"YIR020C_05",47.7163133237963,41.0716955289396,-0.411959585875953,-0.268722445476096,265,50,272,0,0
"YOR344C_04",113.660865286404,41.0556446547709,-0.156836661615848,-0.846120721707376,565,0,117,168,0
"YGR149W_08",151.207621628907,41.0379946862549,0.00758159656652337,0.0445371115262198,160,139,151,0,0
"YBL106C_01",140.196209972738,41.0293708645832,-0.387438196400713,-0.539829161894941,437,42,100,37,37
"YOR108C-A_02",214.634396946308,41.0289018429731,-0.0451723531372489,0.00403966589875018,0,568,0,95,0
"YDL002C_05",278.700567257139,41.0026425496473,-0.451515839466959,-0.851516247468099,2388,85,335,46,46
"YKR099W_02",74.3418408143333,41.0007847525889,-0.0670930831525301,-0.0992303427905706,148,102,0,191,0
"YJR058C_09",114.762683521437,40.9996638120882,0.0561273211292416,-0.0437931006832854,104,153,153,0,0
"YFL017C_05",165.299296644085,40.989960302276,-0.0867167261508343,-0.472834224998495,103,384,98,45,45
"YGR203W_01",58.2937223115155,40.9864887901801,-0.229961222633542,0.270937251299224,53,209,81,0,0
"YBR268W_00",171.842722680202,40.9699280563361,-0.0551878096679188,-0.277577808667531,85,299,137,0,0
"YBR143C_06",47.893705442658,40.9580523729483,-0.783855992123458,-0.675676110603584,4,524,59,368,4
"YDL101C_01",57.0763998247178,40.9532405779616,0.0602897203044059,-0.145755341654686,142,0,4,89,0
"YBR106W_09",217.462298939929,40.9500542097589,-0.274623993943451,0.00595150678071232,10,826,99,0,0
"YGL017W_07",51.4243479384325,40.9454092638914,-0.588233341877993,-0.302586997298513,193,61,0,199,0
"YER148W_04",138.316376186715,40.9199804561753,-0.887446266668209,-0.713240580592896,1285,132,112,305,112
"YLR148W_06",211.243138238205,40.9003130073491,-0.392772937940085,-0.288033388472212,428,753,195,0,0
"YDL171C_06",98.5603686844046,40.8930418769599,-0.181642217768523,-0.276032723207512,166,170,29,200,29
"YIL164C_03",369.520125881715,40.8825752691418,0.0371070517180985,-0.0230201219814986,1265,0,26,108,0
"YML095C_04",457.377714109601,40.8725443756132,0.0652606237854326,-0.0646665765374405,409,370,19,71,19
"YDL229W_05",154.707392981327,40.8712891150458,-0.193975669954646,-0.128399518667883,256,294,82,72,72
"YDL242W_03",559.095475446383,40.8702065149958,0.0300819559092702,-0.395134745865027,256,760,0,307,0
"YLL043W_02",44.0277370583711,40.8643911331089,-0.0115451385785954,-0.324991001129454,156,0,55,120,0
"YJL068C_02",182.565647129789,40.8477170899682,-0.141617827195926,-0.293413964156833,176,333,12,71,12
"YKL215C_06",540.245798871709,40.8390029625814,0.0931221886573409,-0.310899788666342,591,143,114,116,114
"YMR127C_04",131.838482516322,40.8330383220136,-0.3119539765137,-0.396707634153794,0,236,108,18,0
"YLR300W_09",496.515660417475,40.8201398700726,-0.0650851991623589,-0.671842750088185,1235,97,129,92,92
"YKL130C_01",300.146272899194,40.7929725747305,0.125504222136387,-0.0884761320381511,3,689,159,46,3
"YLR143W_03",314.8268081326,40.7868168640544,-0.247783355249698,-0.690211775724454,1110,441,128,95,95
"YMR011W_05",63.7246066528768,40.7850831679714,-0.048588220765071,-0.0469515370075702,56,160,115,0,0
"YGR107W_00",40.9750054705497,40.7739981038427,0.0591242707677627,-0.192932114226637,141,0,92,27,0
"YOL013W-A_05",644.058483852005,40.7739476773595,0.0551041692450085,-0.884781947773536,828,299,87,124,87
"YDR274C_02",262.312334135129,40.7637933748969,-0.532383660116399,-0.385075898871862,52,1458,0,261,0
"YER080W_00",165.195402523553,40.7614929689347,-0.108991742442304,-0.21793645408344,45,746,92,31,31
"YLL054C_06",1256.37271761934,40.7611165088941,-0.0218397296142044,-0.905520586290681,2414,826,95,64,64
"YLR367W_04",66.4575404213991,40.7606386001622,-0.128249346113736,-0.28660780208494,353,0,6,103,0
"YLR331C_09",372.786225298976,40.760464451266,-0.0795838132068811,-0.791358918524849,1028,423,124,118,118
"YLR221C_04",97.5754216528092,40.7436230014048,-0.280051764608433,-0.742511392033796,147,297,429,0,0
"YDR027C_05",59.8185349738285,40.7418724232497,-0.455932427979264,-0.244876784524804,248,155,29,201,29
"YNL121C_05",230.895392422101,40.7396036305415,-0.159769127965879,-0.83364388776178,448,458,87,87,87
"YIL020C-A_01",342.781763041505,40.723815892464,0.137495474786322,-0.246070911407686,44,406,74,98,44
"YOR379C_05",65.8865149803246,40.7234197636101,0.0185078086087684,-0.0409288199556677,99,0,186,0,0
