"","baseMean1","baseMean2","lfc1","lfc2","d0L1","d0R1","d0L2","d0R2","d0min"
"YER174C_06",718.045611270803,121.265894207448,0.0123949361721655,-0.0513186113506811,331,990,526,0,0
"YBR036C_06",858.844038561914,121.26360785623,0.0283699964726866,0.138859856476849,811,1026,57,147,57
"YDR390C_08",354.683779373533,121.256668673027,0.0784165931262907,0.0280006312004648,659,36,80,157,36
"YOL121C_06",146.624921489216,121.254910158422,-0.511144086199174,-0.946116276588967,285,985,749,397,285
"YFR039C_03",493.674059000349,121.238534234724,0.179671226378278,-0.0976166215987287,360,108,38,284,38
"YPL152W_04",510.226595121791,121.230191645015,0.0491458133617394,-0.420049691979124,150,566,91,235,91
"YGL226W_04",3466.62571695559,121.221515072703,-0.010494157191433,-0.209661889410531,5405,963,319,197,197
"YPL177C_08",1514.29653045462,121.211233755205,-0.0100032564134669,-0.14625069992629,1245,1985,272,41,41
"YHR129C_05",1068.90487001306,121.179551669452,0.16354618522348,0.0590607790974599,686,416,58,174,58
"YDR059C_03",345.202643606667,121.160747007071,-0.0118417710657946,-0.345457144971284,190,313,454,19,19
"YMR070W_03",180.019499496735,121.141140809687,0.0742829807231523,0.0153406122336051,43,243,125,122,43
"YPL159C_04",190.027396727296,121.135381600461,-0.127370044759572,-0.0245883137833709,735,0,268,0,0
"YER182W_05",433.124992897735,121.133539414536,0.0506918528065882,-0.05325938817781,2,671,77,268,2
"YER046W-A_05",176.794173736399,121.122465914054,-0.53066657420012,-0.139808438350782,67,334,28,445,28
"YOR335W-A_03",127.971699307004,121.118995709071,0.180055556835656,-0.165747210405122,0,273,321,0,0
"YPR046W_02",147.471628732546,121.116059593355,-0.0136226877963669,0.0784568881346376,323,0,97,96,0
"YOL055C_07",142.133204414617,121.113627390167,-0.374382975652677,-0.031790767171849,589,270,18,224,18
"YNL226W_02",284.30453742888,121.111842878593,-0.0710715491572473,-0.112938297317536,36,499,45,188,36
"YIL082W-A_09",204.848260603906,121.100850803338,-0.137146344996382,-0.265190113758984,707,82,128,528,82
"YCR043C_03",440.497260616036,121.099280273925,-0.0852385025016448,-0.122075163811304,606,767,153,166,153
"YBR101C_05",193.139302692498,121.093171990511,-0.0208233767389429,0.000487833140490848,115,76,454,0,0
"YER140W_04",192.692002442578,121.066121341064,-0.280940980954936,-0.51598438408919,570,190,106,346,106
"YHL020C_06",325.648720144851,121.037249110484,-0.149615397159528,-0.152373348810979,500,908,84,327,84
"YCR026C_01",621.96825093204,121.03373418404,-0.0624189734296676,0.10735913920117,1016,781,118,39,39
"Q0017_04",138.851229677958,121.030072893139,-0.4926833335553,0.191466038149499,72,231,170,2,2
"YLR183C_07",135.389482731264,121.016592930273,-0.172453367426291,0.0297924586221067,216,368,354,0,0
"YKR092C_01",1248.21895014991,120.997088427588,0.0731181017710063,-0.0612136902820224,216,1467,20,174,20
"YMR022W_07",123.756809857695,120.944475956541,0.0240626500250963,-0.387180777291348,338,59,605,0,0
"YKR008W_00",459.815057846808,120.932674627087,-0.399994733457899,-0.0723464595328867,41,937,296,180,41
"YDL112W_08",283.369463671142,120.899045945335,-0.0735555639010711,-0.0349472809059022,101,761,397,56,56
"YOR278W_05",344.534007669334,120.85538440327,-0.000782942644605666,-0.0504189231594402,243,559,115,135,115
"YNL008C_03",391.261008882135,120.853251266753,-0.0852034889359975,0.0373816062693308,14,807,276,0,0
"YMR259C_04",293.051877366634,120.834853211038,-0.444861693870021,-0.211666885123408,754,693,399,235,235
"YJL107C_03",169.287193078721,120.823520221184,-0.677153074727639,-0.211833829570432,134,614,262,326,134
"YLR359W_09",270.515566958362,120.823073064445,-0.0170181260019365,0.102991505539402,360,318,0,100,0
"YMR283C_00",131.976897501187,120.822646036536,-0.0558971124775788,-0.0846644957629442,234,212,215,138,138
"YGR290W_08",837.371634823678,120.76125194372,-0.117391003012594,-0.132808554999609,3133,511,177,183,177
"YBL109W_04_DEGEN",199.295663175012,120.7528679113,0.00157248174191047,-0.455293589339573,610,0,124,532,0
"YPL222W_02",542.822377864902,120.735221016181,0.0230384434512583,-0.108558206673413,613,569,169,263,169
"YDR160W_01",1016.77694803286,120.686107868668,0.0313012215765732,-0.341278950927498,368,1573,393,87,87
"YNR076W_04",121.035171357741,120.681246198437,-0.174272149593684,-0.832214811353758,629,0,217,418,0
"YNL277W_08",161.658731825053,120.605729181901,-0.749743627977648,-0.320738622095681,112,486,410,166,112
"YCR019W_03",511.674746614897,120.597888585827,0.0694845897294474,0.0510106738346842,105,574,114,165,105
"YLR036C_08",181.31959687502,120.594451753772,-0.030182501783557,-0.169505258034093,2,376,351,118,2
"YBL094C_09",184.551111315003,120.582242750225,-0.309967009063372,-0.341196219476626,623,226,125,289,125
"YKL017C_00",129.957137302528,120.568619776972,-0.510565314706896,-0.347204211644223,720,43,387,90,43
"YAL042W_02",121.799227313166,120.565621628396,-0.147859325778581,-0.214098871221958,180,261,47,308,47
"YLR299W_01",603.024425837289,120.538869814763,0.0101019823240108,0.0199813036842851,247,900,170,116,116
"YJR086W_05",439.695189398149,120.499179939921,0.05839532804354,-0.149821614017898,193,537,251,266,193
"YFL034W_06",238.924280535411,120.471902595309,0.0165770055753895,0.0375380523873023,461,0,242,1,0
"YFR013W_04",2595.14504298612,120.470593745259,0.0847902142702408,0.0953200054719088,1253,2227,0,155,0
"YNL200C_08",282.202521831204,120.428146467851,-0.00121691288226756,-0.0897269093424442,88,650,302,89,88
"YPL232W_01",312.073113887946,120.422253248741,-0.0405693906218654,-0.495501471643236,153,656,492,52,52
"YMR001C-A_09",147.140355823248,120.409557177128,0.0284818395523976,-0.154145943131679,52,170,43,440,43
"YML029W_03",488.262319917246,120.408209544393,0.0146462734711234,-0.0608130887808045,77,936,90,163,77
"YJR120W_01",151.377734768887,120.402978618002,-0.0189560804541969,-0.0112961879634151,352,0,58,153,0
"YER007C-A_01",455.771105888208,120.384339478006,-0.230051808889364,-0.346503278164934,511,1658,272,133,133
"YLR277C_00",123.355562770519,120.376203859715,-0.177828435153952,-0.568808518409548,108,132,177,348,108
"YDL018C_05",261.316243015123,120.370763681051,-0.0814692267215213,-0.0502582278359835,148,1186,130,175,130
"YJL144W_06",393.620551781036,120.365329827726,-0.004610457895457,-0.149581217114329,591,0,117,358,0
"YKL048C_03",121.545880423584,120.33040613157,-0.0950100796149101,-0.238606735815533,0,457,329,4,0
"YHR001W-A_06",136.243675192259,120.316828219097,-0.26072807307855,0.0131395485561009,14,149,92,135,14
"YNL072W_07",867.493576674686,120.315225942922,-0.103607247460781,-0.230192986640885,703,1605,356,0,0
"YHL026C_05",157.839870489612,120.301811467887,0.0776591762152593,0.133265066263763,1,248,232,0,0
"YLR299C-A_01",237.071008853244,120.291817232151,0.110325961099868,0.110957362182476,137,221,307,1,1
"YKR103W_06",267.701201009262,120.247837467811,-0.0237120478301702,0.0699534267097241,157,652,55,151,55
"YPL176C_02",295.898284746442,120.244496356147,0.107249981582399,0.171591755149373,202,164,112,37,37
"YGR274C_03",132.19776917105,120.239154428986,-0.133821579712731,-0.239727907293228,203,295,282,369,203
"YLR266C_09",339.849733802175,120.207984451777,-0.198316831005712,-0.118588467487695,799,681,378,0,0
"YKL004W_01",154.924037259452,120.207154243935,-0.426432910366507,0.167342180230954,156,465,161,0,0
"YCL045C_00",336.0937932747,120.19769021295,-0.306548120764787,-0.0330554134415599,37,356,121,173,37
"YGL195W_00",155.463504314983,120.189561191016,-0.0205750191122492,-0.0319012221636835,146,113,74,130,74
"YIL125W_03",814.590108706165,120.185907070174,0.0831695847686124,0.067598154859253,551,608,201,89,89
"YKR071C_01",218.522661742046,120.179134618271,-0.0464523576295456,0.0970669220493188,337,273,107,39,39
"YDR010C_07",206.709626188502,120.138294071416,0.116261971074164,0.153209205071587,40,214,172,0,0
"YPR159C-A_04",124.200333521348,120.109719307846,-0.344354014280332,-0.161069467015251,352,87,373,34,34
"YGL090W_08",184.489494046928,120.107243309673,-0.121538054601157,-0.207622605819944,338,305,484,0,0
"YOL019W_08",189.174753078825,120.043459509282,-0.265802776961034,-0.541863924748415,281,587,55,321,55
"YOR278W_08",186.76525427076,120.010556346361,0.0369770906710673,-0.204453144682459,86,227,265,0,0
"YOL062C_05",213.633530648145,120.002855749659,-0.102684382369597,-0.0621768408719074,226,232,175,204,175
"YOR184W_01",186.016489152842,119.996612644714,-0.0554910650470734,0.00445151531995712,608,0,227,71,0
"YBR084W_05",125.968455317148,119.969832586547,-0.17008627137107,-0.22830026365037,260,53,201,369,53
"YMR182C_06",638.596699252044,119.969075328106,-0.243881981698417,-0.459173212245725,24,656,221,45,24
"YDR345C_06",561.063683845637,119.955282836207,0.0379440535885079,0.363012305805349,440,482,0,189,0
"Q0182_03",433.876195502791,119.910291629794,-0.360841159164305,-0.0990586241725198,76,730,1,470,1
"YER004W_02",186.436504075296,119.908348982527,-0.0484056278319312,-0.529098627688019,2,161,15,338,2
"YKL096W_04",122.768965179804,119.907862106281,-0.013401112136757,-0.066691176987068,183,206,84,259,84
"YKR035C_08",196.037154947316,119.885944067569,-0.359592175018263,-0.129440508297514,521,471,156,416,156
"YGL164C_05",205.355262362415,119.855917052645,0.017840139246239,-0.0632075016224046,395,49,270,86,49
"YGR138C_07",252.626277033173,119.83405525978,-0.449464992908964,-0.0263269562065818,43,586,129,118,43
"YPL097W_05",1048.1947700078,119.789493003168,-0.0783534988656494,-0.0402615766394709,339,1331,0,388,0
"YNL291C_09",152.545578100229,119.781426249902,0.0651938067680624,-0.0280473200731935,203,0,380,89,0
"YPR140W_05",175.219539269932,119.753418661132,-0.774457811119518,-0.691066690773611,1061,323,27,942,27
"YBR074W_04",206.227516245457,119.734231755561,-0.0239294363769699,0.0139473659108576,370,7,56,232,7
"YJL201W_05",175.848033050931,119.726058775461,-0.0833122015065254,-0.163670634488416,301,388,183,43,43
"YCR100C_00",1334.57190810333,119.719334425055,0.0613718123872516,-0.0153371040132018,599,1476,0,390,0
"YFL054C_09",540.082688669956,119.713374792191,0.00398327222127521,-0.25768791467451,1018,336,12,174,12
"YOR253W_05",423.03346939778,119.700414935614,0.0291144877453621,0.23942784491256,197,917,83,1,1
"YDR497C_03",588.638268253742,119.693216682247,-0.382153608242532,-0.0361267792911415,858,81,156,75,75
"YGL240W_04",294.029073532786,119.692756743,-0.293318347838619,-0.238701877048849,630,764,256,347,256
"YDL081C_05",224.643702310012,119.665789863236,-0.26133272055364,-0.683610401364738,373,651,325,328,325
"YJL198W_04",229.187524286482,119.665476418301,-0.293753510624767,-0.0309873439929515,15,289,60,184,15
"YPL189C-A_06",184.432719806891,119.66252768041,-0.148228346186417,0.0258763842450209,217,253,60,131,60
"YOL076W_09",820.535811511816,119.661609330898,0.0844946953508358,-0.0157624143828041,110,969,1,179,1
"YBR078W_01",192.411271233411,119.654868960669,-0.541302814528381,-0.701718209463778,303,725,233,496,233
"YMR194C-B_06",191.828277490366,119.645379014347,-0.0746132077463645,-0.0334306761980026,181,209,333,0,0
"YAL031W-A_04",981.431165622272,119.636524583792,-0.0132041670477656,-0.132289471562936,218,1213,465,0,0
"YNL290W_07",422.289327730825,119.636361167257,0.0211400434650648,0.00473950268403092,919,100,242,116,100
"YKL053C-A_04",152.913505397312,119.594753721956,-0.191476932339189,-0.158553087299614,448,100,304,0,0
"YLR434C_05",374.295894014902,119.594331568902,0.0582434942461009,0.00710513956517531,353,271,41,181,41
"YFR003C_02",466.104016413858,119.556155593372,0.135131748064556,0.0570329907814627,515,0,43,167,0
"YKL186C_07",1275.4410748858,119.555044442173,0.104814296730544,-0.0739134598629965,820,812,77,266,77
"YGL179C_08",181.207104650498,119.553087713736,-0.105459896958783,-0.801271759114288,215,479,452,95,95
"YKR058W_00",609.789819222336,119.546955491276,0.00797580048204763,-0.0271310307382147,1113,214,93,80,80
"YGL027C_00",615.530959489292,119.545575340832,-0.0176094989209759,-0.458102930818062,3073,0,380,34,0
"YCR090C_03",122.899049644465,119.508701331,0.108174460117706,0.0352759037099816,40,127,219,28,28
"YML125C_06",143.214457160883,119.496318832121,-0.4921312657128,-0.623265929770343,495,356,225,483,225
"YDL219W_08",161.143262656419,119.495502325395,0.0837720797914138,-0.196078489691116,164,56,383,69,56
"YHL012W_08",126.179176433796,119.479000902108,-0.388006079559949,-0.0542153440510209,26,706,493,0,0
"YGR060W_03",359.482924838327,119.455000572715,0.0564013289540285,0.0389063395312553,773,81,239,0,0
"YGR201C_03",452.69364062709,119.399580704234,-0.0564943525452495,-0.151837635001092,684,340,15,380,15
"YML028W_01",163.443731172917,119.393051311587,-0.128791109134305,-0.358522391636444,290,168,286,194,168
"YDR522C_02",244.380045254513,119.358181771726,0.0691516165859725,-0.266808824960107,144,247,322,94,94
"YBR041W_03",768.443070336383,119.350989466349,-0.0369361539096848,-0.33550684420737,1525,151,261,257,151
"YHR174W_05",122.90267806896,119.345959793352,-0.372300997505949,-0.167653057983677,91,614,77,621,77
"YOR357C_08",124.163801893335,119.344516655012,-0.176697558406069,-0.168048534750723,485,0,252,162,0
"YMR072W_06",549.159656475271,119.334428351343,-0.200469104357611,-0.190521869375806,1649,434,495,10,10
"YER031C_09",540.609932530285,119.325512378593,-0.0166176703409346,0.0322227793112772,1084,102,161,123,102
"YGL074C_08",306.579883756146,119.324136710932,-0.0554307313136361,-0.183663739089044,162,688,163,315,162
"YFR035C_08",387.256113028122,119.309071347927,0.0711352312286641,-0.237268577469669,2,365,224,125,2
"YGL002W_08",1085.14600257752,119.279398859703,-0.0594207533599321,-0.27399335912961,2179,860,372,381,372
"YLL019C_06",211.656529458285,119.277512033222,-0.067017880481075,-0.175647822399579,135,492,303,128,128
"YMR237W_04",698.087611321043,119.274043999973,0.065391404282941,-0.105998680125298,116,894,251,107,107
"YJR135W-A_02",191.367452020939,119.244681517085,-0.796631645331652,-0.712230869374408,1032,369,814,102,102
"YPR076W_02",1998.12666386635,119.236616374342,0.0101869805833874,0.0741309945398309,2697,1070,173,0,0
"YPL217C_08",353.056987089437,119.190698265882,-0.02714629356342,-0.00160316551890147,90,730,94,111,90
"YLR178C_07",191.586915145367,119.18503369664,-0.773047118155375,-0.76521464018199,551,1139,815,198,198
"YDR387C_05",128.523682175449,119.1820898343,-0.0192697086704182,-0.390241718238789,385,0,19,483,0
"YBR059C_02",1640.31987860063,119.152262126398,0.0204416734747617,-0.160512676046802,2223,423,5,401,5
"YLR221C_08",887.411088591054,119.148113732504,-0.0401281562180639,0.138424920662092,390,1460,0,127,0
"YBR229C_01",190.863632806055,119.128468807778,-0.0430947254275357,-0.0727246402428859,38,221,176,243,38
"YPL161C_02",525.153763709696,119.126553887801,-0.00847478937454313,0.0726691895482448,1014,307,95,39,39
"YKL066W_08",281.868540255599,119.097548337851,0.0438636081137857,0.0514434870264923,79,205,31,226,31
"YKL179C_07",131.775120506765,119.094259461052,-0.234236037914283,-0.120131172668414,52,377,298,29,29
"YNL079C_00",214.131502434667,119.088835005743,-0.26823290725245,-0.425762965177386,171,320,74,342,74
"YER102W_06",256.250600144865,119.075300244418,-0.198911513810875,-0.0240748314708946,801,369,355,0,0
"YJR138W_00",490.016036801131,119.028482243096,-0.0499575123905516,-0.254215650837491,237,816,242,315,237
"YML035C_05",131.702356775025,118.992062098135,0.0028075605558101,-0.152746881884909,167,63,69,209,63
"YMR057C_03",198.66789593855,118.979118388055,-0.127308297626672,0.0191598618399886,154,547,701,0,0
"YBR214W_03",297.514869107803,118.977102276852,0.112761472629122,-0.0806931515774966,247,74,217,44,44
"YKR044W_00",372.486011383598,118.976178235162,0.0429226032293189,-0.0077503130012282,466,153,0,287,0
"YPL273W_06",175.49602467539,118.968043393379,-0.194028005437964,-0.00934465851012572,241,487,342,0,0
"YKR026C_05",321.021898126944,118.93275889958,0.0942970135163379,-0.0048045045465757,294,83,229,109,83
"YMR325W_06",372.955941205493,118.850087695402,-0.0803733996068674,-0.126455731031991,853,0,76,361,0
"YLR380W_07",727.141751615629,118.784219146274,-0.143264417826966,-0.0167507301447926,1792,523,313,0,0
"YNL330C_09",469.758577337441,118.782389581351,-0.0105142534482337,-0.261979874697665,335,798,11,77,11
"YBR092C_07",128.52182333634,118.761392341657,0.017819261440789,0.0201694424307518,6,255,0,311,0
"YDR406W_08",254.450714222836,118.752986307037,0.0455482667302995,0.0265813290180909,12,573,238,0,0
"YJR034W_02",328.390356254851,118.728161109032,-0.0026925723134114,-0.0437227704965996,312,398,164,153,153
"YNL210W_08",613.697649483707,118.726352133322,-0.0198197356523369,0.117953463501631,655,681,102,0,0
"YPR052C_04",154.292249042559,118.712666793785,-0.124827934979576,-0.282780860249893,260,8,80,536,8
"YDL102W_00",198.080263576149,118.707217096888,-0.129017050973051,0.375135583775267,354,139,145,0,0
"YPR073C_00",426.344792259343,118.703880269445,-0.241348631478211,-0.0364583366471185,68,621,79,206,68
"YPL185W_07",132.274654806374,118.69934696026,-0.274268038753305,0.0996636750458089,0,465,22,155,0
"YDR269C_09",475.055858088248,118.679646496128,-0.528901382091673,-0.33920462835653,88,731,18,210,18
"YER112W_08",124.279567580985,118.675990775677,-0.952416177506796,-0.732723327411403,637,268,96,522,96
"YPR003C_05",183.06943229109,118.672478428404,-0.161561963508571,-0.0614916117242887,128,305,45,345,45
"YMR147W_04",127.380352509681,118.665983084748,-0.184639557988163,-0.343364926951433,142,350,178,413,142
"YIL110W_08",126.33709516391,118.653423494988,-0.168322795545918,-0.0348975610150659,185,200,19,254,19
